Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
rwg_tile_rural_cap,POI,POIName,,x,Campo,,,,,,,,,,,,,
rwg_tile_rural_corner,POI,POIName,,x,Campo,,,,,,,,,,,,,
rwg_tile_rural_intersection,POI,POIName,,x,Campo,,,,,,,,,,,,,
rwg_tile_rural_straight,POI,POIName,,x,Campo,,,,,,,,,,,,,
rwg_tile_rural_t,POI,POIName,,x,Campo,,,,,,,,,,,,,
rwg_tile_rural_t_02,POI,POIName,,x,Campo,,,,,,,,,,,,,
rwg_tile_rural_t_03,POI,POIName,,x,Campo,,,,,,,,,,,,,
rwg_tile_straight,POI,POIName,,x,Directo,,,,,,,,,,,,,
rwg_tile_t,POI,POIName,,x,Tee,,,,,,,,,,,,,
sawmill_01,POI,POIName,,x,Aserradero Jack's,,,,,,,,,,,,,
school_01,POI,POIName,,x,Escuela Navezgane,,,,,,,,,,,,,
school_02,POI,POIName,,x,Academia Favales,,,,,,,,,,,,,
school_03,POI,POIName,,x,Instituto Grover,,,,,,,,,,,,,
school_06,POI,POIName,,x,Escuela Richmond,,,,,,,,,,,,,
school_daycare_01,POI,POIName,,x,Guardería Poopy Pants,,,,,,,,,,,,,
school_daycare_02,POI,POIName,,x,Guardería Poopy Pants,,,,,,,,,,,,,
school_daycare_03,POI,POIName,,x,Guardería Fun-Gi,,,,,,,,,,,,,
skyscraper_01,POI,POIName,,x,Torre Dishong,,,,,,,,,,,,,
skyscraper_02,POI,POIName,,x,Sede Central Crack-a-Book,,,,,,,,,,,,,
skyscraper_03,POI,POIName,,x,Farmacia Higashi,,,,,,,,,,,,,
skyscraper_04,POI,POIName,,x,Construcción de la Torre,,,,,,,,,,,,,
store_autoparts_01,POI,POIName,,x,Oreally Auto,,,,,,,,,,,,,
store_bakery_01,POI,POIName,,x,Panadería Ma&Sons,,,,,,,,,,,,,
store_book_01,POI,POIName,,x,Biblioteca Crack-A-Book,,,,,,,,,,,,,
store_book_02,POI,POIName,,x,Almacén Crack-A-Cafe,,,,,,,,,,,,,
store_book_04,POI,POIName,,x,El Granero de Libros,,,,,,,,,,,,,
store_clothing_01,POI,POIName,,x,País Super Salvaje,,,,,,,,,,,,,
store_clothing_02,POI,POIName,,x,País Salvaje,,,,,,,,,,,,,
store_discount_01,POI,POIName,,x,Tienda de Tres Dólares,,,,,,,,,,,,,
store_electronics_01,POI,POIName,,x,Choza MoPo,,,,,,,,,,,,,
store_electronics_02,POI,POIName,,x,Tienda de Electrónica Mo Power,,,,,,,,,,,,,
store_grocery_01,POI,POIName,,x,Almacén Shamway,,,,,,,,,,,,,
store_grocery_02,POI,POIName,,x,Almacén Shamway,,,,,,,,,,,,,
store_grocery_03,POI,POIName,,x,Almacén Buy-N-Go,,,,,,,,,,,,,
store_grocery_04,POI,POIName,,x,Almacén Moe's,,,,,,,,,,,,,
store_grocery_05,POI,POIName,,x,Mercado Boe's,,,,,,,,,,,,,
store_grocery_06,POI,POIName,,x,Joe's USA,,,,,,,,,,,,,
store_gun_01,POI,POIName,,x,Almacén Shotgun Messiah,,,,,,,,,,,,,
store_gun_02,POI,POIName,,x,Campo de Tiro Encuentros Cercanos,,,,,,,,,,,,,
store_hardware_01,POI,POIName,,x,Ferreteria Working Stiff,,,,,,,,,,,,,
store_hardware_02,POI,POIName,,x,Supermercado Working Stiff,,,,,,,,,,,,,
store_hardware_03,POI,POIName,,x,Almacén Wasted Stiff's,,,,,,,,,,,,,
store_laundry_01,POI,POIName,,x,Lavandería,,,,,,,,,,,,,
store_pharmacy_01,POI,POIName,,x,Minimarket Pop-N-Pills,,,,,,,,,,,,,
store_pharmacy_02,POI,POIName,,x,Almacén Pop-N-Pills,,,,,,,,,,,,,
survivor_camp_01,POI,POIName,,x,Campamento BBQ,,,,,,,,,,,,,
survivor_camp_02,POI,POIName,,x,Campamento Bravo,,,,,,,,,,,,,
survivor_camp_03,POI,POIName,,x,Campamento Cardinal,,,,,,,,,,,,,
survivor_site_01,POI,POIName,,x,Campamento Carlson,,,,,,,,,,,,,
survivor_site_02,POI,POIName,,x,El Ahumadero,,,,,,,,,,,,,
survivor_site_03,POI,POIName,,x,Puesto de Radio,,,,,,,,,,,,,
survivor_site_04,POI,POIName,,x,Campamento Deucenhalf,,,,,,,,,,,,,
survivor_site_05,POI,POIName,,x,Campamento Punto de Misericordia,,,,,,,,,,,,,
survivor_site_06,POI,POIName,,x,Pueblo Hog Foot,,,,,,,,,,,,,
survivor_site_07,POI,POIName,,x,Campamento Carwhal,,,,,,,,,,,,,
survivor_site_08,POI,POIName,,x,Choza Simmons,,,,,,,,,,,,,
survivor_site_09,POI,POIName,,x,Carrusel de Caravanas,,,,,,,,,,,,,
survivor_site_10,POI,POIName,,x,Atrincherados,,,,,,,,,,,,,
survivor_site_11,POI,POIName,,x,Retiro en la Cabaña,,,,,,,,,,,,,
theater_stage_01,POI,POIName,,x,Teatro Minotauro,,,,,,,,,,,,,
Trader_bob,POI,POIName,,x,Vendedor Bob,,,,,,,,,,,,,
Trader_bob2,POI,POIName,,x,Vendedor Bob,,,,,,,,,,,,,
Trader_hugh,POI,POIName,,x,Vendedor Hugh,,,,,,,,,,,,,
Trader_hugh2,POI,POIName,,x,Vendedor Hugh,,,,,,,,,,,,,
Trader_jen,POI,POIName,,x,Vendedor Jen,,,,,,,,,,,,,
Trader_jen2,POI,POIName,,x,Vendedor Jen,,,,,,,,,,,,,
Trader_joel,POI,POIName,,x,Vendedor Joel,,,,,,,,,,,,,
Trader_joel2,POI,POIName,,x,Vendedor Joel,,,,,,,,,,,,,
Trader_rekt,POI,POIName,,x,Vendedor Rekt,,,,,,,,,,,,,
Trader_rekt2,POI,POIName,,x,Vendedor Rekt,,,,,,,,,,,,,
trailer_01,POI,POIName,,x,Residencia Leonard,,,,,,,,,,,,,
trailer_02,POI,POIName,,x,Residencia Bath,,,,,,,,,,,,,
trailer_03,POI,POIName,,x,Residencia Thumb,,,,,,,,,,,,,
trailer_04,POI,POIName,,x,Remolques en el Rancho,,,,,,,,,,,,,
trailer_05,POI,POIName,,x,Residencia Anderson's,,,,,,,,,,,,,
trailer_06,POI,POIName,,x,El Flautista Mario,,,,,,,,,,,,,
trailer_07,POI,POIName,,x,Caravana Volcada,,,,,,,,,,,,,
trailer_08,POI,POIName,,x,Cabaña Sizzle,,,,,,,,,,,,,
trailer_09,POI,POIName,,x,Juzgado Eva Victed,,,,,,,,,,,,,
trailer_10,POI,POIName,,x,Buster Drivewell's,,,,,,,,,,,,,
trailer_11,POI,POIName,,x,Tragedia en el Remolque,,,,,,,,,,,,,
trailer_12,POI,POIName,,x,Jardines Weedle Bro,,,,,,,,,,,,,
trailer_park_01,POI,POIName,,x,Parque de Caravanas Honeysuckle,,,,,,,,,,,,,
utility_celltower_01,POI,POIName,,x,Torre de Señal #1,,,,,,,,,,,,,
utility_celltower_02,POI,POIName,,x,Torre de Señal #2,,,,,,,,,,,,,
utility_electric_co_01,POI,POIName,,x,Compañía Electrica,,,,,,,,,,,,,
utility_electric_co_02,POI,POIName,,x,Enería Híbrida,,,,,,,,,,,,,
utility_refinery_01,POI,POIName,,x,Refinería de Gas,,,,,,,,,,,,,
utility_refinery_02,POI,POIName,,x,Compañía de Gas,,,,,,,,,,,,,
utility_substation_01,POI,POIName,,x,Subestación de Energía Híbrida #1,,,,,,,,,,,,,
utility_substation_02,POI,POIName,,x,Subestación de Energía Híbrida #2,,,,,,,,,,,,,
utility_substation_03,POI,POIName,,x,Subestación de Energía Híbrida #3,,,,,,,,,,,,,
utility_waterworks_01,POI,POIName,,x,Fabricas de Agua,,,,,,,,,,,,,
warehouse_01,POI,POIName,,x,Logistica OPS,,,,,,,,,,,,,
warehouse_02,POI,POIName,,x,Almacenes Shamway,,,,,,,,,,,,,
warehouse_03,POI,POIName,,x,Almacenes Infectados,,,,,,,,,,,,,
warehouse_04,POI,POIName,,x,Camiones Remolque Azul,,,,,,,,,,,,,
warehouse_05,POI,POIName,,x,Ferreteria Working Stiff,,,,,,,,,,,,,
warehouse_06,POI,POIName,,x,Centro de Distribución OPS,,,,,,,,,,,,,
warehouse_07,POI,POIName,,x,Productos Químicos COC,,,,,,,,,,,,,
warehouse_08,POI,POIName,,x,Almacenes Johnson's,,,,,,,,,,,,,
water_tower_01,POI,POIName,,x,Torre de Agua #1,,,,,,,,,,,,,
water_tower_02,POI,POIName,,x,Torre de Agua #2,,,,,,,,,,,,,
water_tower_03,POI,POIName,,x,Torre de Agua #3,,,,,,,,,,,,,
weigh_station_01,POI,POIName,,x,Estación de Pesaje Weston,,,,,,,,,,,,,
wilderness_filler_01,POI,POIName,,x,Autocaravana Matanza Sombría,,,,,,,,,,,,,
wilderness_filler_02,POI,POIName,,x,Campamento de los Ecos Inquietantes,,,,,,,,,,,,,
wilderness_filler_03,POI,POIName,,x,Cueva del Hermitaño,,,,,,,,,,,,,
wilderness_filler_04,POI,POIName,,x,El Retiro del Cazador,,,,,,,,,,,,,
wilderness_filler_05,POI,POIName,,x,Guarida de los Prepper's,,,,,,,,,,,,,
wilderness_filler_06,POI,POIName,,x,Remolque Volcado,,,,,,,,,,,,,
wilderness_filler_07,POI,POIName,,x,La Última Cocina,,,,,,,,,,,,,
wilderness_filler_08,POI,POIName,,x,Los Ultimos Soldados,,,,,,,,,,,,,
wilderness_filler_09,POI,POIName,,x,La Fiesta de la Carne,,,,,,,,,,,,,
wilderness_filler_10,POI,POIName,,x,El Pozo de Setas,,,,,,,,,,,,,
wilderness_filler_11,POI,POIName,,x,Subestación de Bombeo,,,,,,,,,,,,,
wilderness_filler_12,POI,POIName,,x,Cadena de TV,,,,,,,,,,,,,
wilderness_filler_13,POI,POIName,,x,La Cazeria de Marshall's,,,,,,,,,,,,,
wilderness_filler_14,POI,POIName,,x,Cueva Alfa,,,,,,,,,,,,,
wilderness_filler_15,POI,POIName,,x,Fiesta Espeluznante,,,,,,,,,,,,,
wilderness_filler_16,POI,POIName,,x,Bosques en Pena,,,,,,,,,,,,,
wilderness_filler_17,POI,POIName,,x,Hueco Escondido,,,,,,,,,,,,,
wilderness_filler_18,POI,POIName,,x,Campamento en el Arroyo,,,,,,,,,,,,,
wilderness_filler_19,POI,POIName,,x,Pozo para Cadaveres,,,,,,,,,,,,,
wilderness_filler_20,POI,POIName,,x,La Venganza del Bandido,,,,,,,,,,,,,

animalStag,entityclasses,Entity,,,,,,El Cuernuo,,,,,,,,,,
animalDoe,entityclasses,Entity,,,,,,Almighty Siervito,,,,,,,,,,
animalRabbit,entityclasses,Entity,,,,,,Miguelito,,,,,,,,,,
animalChicken,entityclasses,Entity,,,,,,K Wea Pollo kl,,,,,,,,,,

animalBear,entityclasses,Entity,,,,,,Kung fu Panda,,,,,,,,,,
animalBearSmall,entityclasses,Entity,,,,,,Kung fito,,,,,,,,,,
animalZombieBear,entityclasses,Entity,,,,,,Kung fu Panda Belico,,,,,,,,,,
animalWolf,entityclasses,Entity,,,,,,Wolverine,,,,,,,,,,
animalDireWolf,entityclasses,Entity,,,,,,Wolverine con Polvora,,,,,,,,,,
animalCoyote,entityclasses,Entity,,,,,,Traiganme al Correcaminos,,,,,,,,,,
animalMountainLion,entityclasses,Entity,,,,,,Gatito de las Condes,,,,,,,,,,
animalZombieVulture,entityclasses,Entity,,,,,,Tu Ex,,,,,,,,,,
animalZombieVultureRadiated,entityclasses,Entity,,,,,,El Toxico de Tu Ex,,,,,,,,,,
animalZombieDog,entityclasses,Entity,,,,,,Hijo e' la perra,,,,,,,,,,
animalSnake,entityclasses,Entity,,,,,,La Mea Pixula,,,,,,,,,,
animalBoar,entityclasses,Entity,,,,,,Xanxo Kl,,,,,,,,,,
animalBossGrace,entityclasses,Entity,,,,,,La Mea Xanxa kl,,,,,,,,,,

vehicleBicycle,entityclasses,Entity,,,,,,La Cleta,,,,,,,,,,
vehicleMinibike,entityclasses,Entity,,,,,,La Wea Chica,,,,,,,,,,
vehicleMotorcycle,entityclasses,Entity,,,,,,La Yamaha,,,,,,,,,,
vehicleTruck4x4,entityclasses,Entity,,,,,,Terreneitor,,,,,,,,,,
vehicleGyrocopter,entityclasses,Entity,,,,,,Esta wea no es un helicoptero,,,,,,,,,,

npcTraderBob,entityclasses,Entity,,,,,,"Bob, Rapido y Furioso",,,,,,,,,,
npcTraderHugh,entityclasses,Entity,,,,,,"Hugh, Te Saco la 40",,,,,,,,,,
npcTraderJen,entityclasses,Entity,,,,,,"Jen, Te Enganxa una Clona",,,,,,,,,,
npcTraderJoel,entityclasses,Entity,,,,,,"Joel, El Armaduras",,,,,,,,,,
npcTraderRekt,entityclasses,Entity,,,,,,"Rekt, Saca su Burger King",,,,,,,,,,


zombieArlene,entityclasses,Entity,,,,,,Mojojojo,,,,,,,,,,
zombieArleneFeral,entityclasses,Entity,,,,,,Mojojojo Salvaje,,,,,,,,,,
zombieArleneRadiated,entityclasses,Entity,,,,,,Mojojojo Chernobyl,,,,,,,,,,

zombieMarlene,entityclasses,Entity,,,,,,Calila,,,,,,,,,,
zombieMarleneFeral,entityclasses,Entity,,,,,,Calila Salvaje,,,,,,,,,,
zombieMarleneRadiated,entityclasses,Entity,,,,,,Calila Chernobyl,,,,,,,,,,

zombiePartyGirl,entityclasses,Entity,,,,,,Naya Facil,,,,,,,,,,
zombiePartyGirlFeral,entityclasses,Entity,,,,,,Naya Facil Salvaje,,,,,,,,,,
zombiePartyGirlRadiated,entityclasses,Entity,,,,,,Naya Facil Chernobyl,,,,,,,,,,

zombieNurse,entityclasses,Entity,,,,,,Ven y Sana mi Dolooor,,,,,,,,,,
zombieNurseFeral,entityclasses,Entity,,,,,,Dostora Salvaje,,,,,,,,,,
zombieNurseRadiated,entityclasses,Entity,,,,,,Toma tu Clona Chernobyl,,,,,,,,,,

zombieJoe,entityclasses,Entity,,,,,,Junior Playboy,,,,,,,,,,
zombieJoeFeral,entityclasses,Entity,,,,,,Junior Playboy Salvaje,,,,,,,,,,
zombieJoeRadiated,entityclasses,Entity,,,,,,Junior Playboy Chernobyl,,,,,,,,,,

zombieSteve,entityclasses,Entity,,,,,,Ñuñoino,,,,,,,,,,
zombieSteveFeral,entityclasses,Entity,,,,,,Ñuñoino Salvaje,,,,,,,,,,
zombieSteveRadiated,entityclasses,Entity,,,,,,Ñuñoino Chernobyl,,,,,,,,,,

zombieTomClark,entityclasses,Entity,,,,,,El Pastita,,,,,,,,,,
zombieTomClarkFeral,entityclasses,Entity,,,,,,El Pastita Salvaje,,,,,,,,,,
zombieTomClarkRadiated,entityclasses,Entity,,,,,,El Pastita Chernobyl,,,,,,,,,,

zombieBusinessMan,entityclasses,Entity,,,,,,Su Propio Jefe,,,,,,,,,,
zombieBusinessManFeral,entityclasses,Entity,,,,,,Su Propio Jefe Salvaje,,,,,,,,,,
zombieBusinessManRadiated,entityclasses,Entity,,,,,,Su Propio Jefe Chernobyl,,,,,,,,,,

zombieBurnt,entityclasses,Entity,,,,,,Flaitiano,,,,,,,,,,
zombieBurntFeral,entityclasses,Entity,,,,,,Flaitiano Salvaje,,,,,,,,,,
zombieBurntRadiated,entityclasses,Entity,,,,,,Flaitiano Chernobyl,,,,,,,,,,

zombieSpider,entityclasses,Entity,,,,,,Piter Parques,,,,,,,,,,
zombieSpiderFeral,entityclasses,Entity,,,,,,Piter Parques Salvaje,,,,,,,,,,
zombieSpiderRadiated,entityclasses,Entity,,,,,,Piter Parques Chernobyl,,,,,,,,,,

zombieBoe,entityclasses,Entity,,,,,,Caeza Pixula,,,,,,,,,,
zombieBoeFeral,entityclasses,Entity,,,,,,Caeza Pixula Salvaje,,,,,,,,,,
zombieBoeRadiated,entityclasses,Entity,,,,,,Caeza Pixula Chernobyl,,,,,,,,,,

zombieMaleHazmat,entityclasses,Entity,,,,,,El Clonas,,,,,,,,,,
zombieMaleHazmatFeral,entityclasses,Entity,,,,,,El Clonazepam Salvaje,,,,,,,,,,
zombieMaleHazmatRadiated,entityclasses,Entity,,,,,,El Clonazepam Chernobyl,,,,,,,,,,

zombieJanitor,entityclasses,Entity,,,,,,Estoy Cansado Jefe,,,,,,,,,,
zombieJanitorFeral,entityclasses,Entity,,,,,,Estoy Cansado Jefe Salvaje,,,,,,,,,,
zombieJanitorRadiated,entityclasses,Entity,,,,,,Estoy Cansado Jefe Chernobyl,,,,,,,,,,

zombieInmate,entityclasses,Entity,,,,,,Colina 1,,,,,,,,,,
zombieInmateFeral,entityclasses,Entity,,,,,,El Manzano Salvaje,,,,,,,,,,
zombieInmateRadiated,entityclasses,Entity,,,,,,Colador Chernobyl,,,,,,,,,,

zombieMoe,entityclasses,Entity,,,,,,Guaton Flaco,,,,,,,,,,
zombieMoeFeral,entityclasses,Entity,,,,,,Guaton Flaco Salvaje,,,,,,,,,,
zombieMoeRadiated,entityclasses,Entity,,,,,,Guaton Flaco Chernobyl,,,,,,,,,,

zombieLab,entityclasses,Entity,,,,,,Beso del Payaso,,,,,,,,,,
zombieLabFeral,entityclasses,Entity,,,,,,Beso del Payaso Salvaje,,,,,,,,,,
zombieLabRadiated,entityclasses,Entity,,,,,,Beso del Payaso Chernobyl,,,,,,,,,,

zombieDarlene,entityclasses,Entity,,,,,,Tía Coshina,,,,,,,,,,
zombieDarleneFeral,entityclasses,Entity,,,,,,Tía Coshina Salvaje,,,,,,,,,,
zombieDarleneRadiated,entityclasses,Entity,,,,,,Tía Coshina Chernobyl,,,,,,,,,,

zombieYo,entityclasses,Entity,,,,,,Dash,,,,,,,,,,
zombieYoFeral,entityclasses,Entity,,,,,,Dash Salvaje,,,,,,,,,,
zombieYoRadiated,entityclasses,Entity,,,,,,Dash Chernobyl,,,,,,,,,,

zombieUtilityWorker,entityclasses,Entity,,,,,,Bo el Construstor,,,,,,,,,,
zombieUtilityWorkerFeral,entityclasses,Entity,,,,,,Bo el Construstor Salvaje,,,,,,,,,,
zombieUtilityWorkerRadiated,entityclasses,Entity,,,,,,Bo el Construstor Chernobyl,,,,,,,,,,

zombieBiker,entityclasses,Entity,,,,,,Coco Legrand,,,,,,,,,,
zombieBikerFeral,entityclasses,Entity,,,,,,Coco Legrand Salvaje,,,,,,,,,,
zombieBikerRadiated,entityclasses,Entity,,,,,,Coco Legrand Chernobyl,,,,,,,,,,

zombieFemaleFat,entityclasses,Entity,,,,,,Guatona kl,,,,,,,,,,
zombieFemaleFatFeral,entityclasses,Entity,,,,,,Guatona kl Salvaje,,,,,,,,,,
zombieFemaleFatRadiated,entityclasses,Entity,,,,,,Guatona kl Chernobyl,,,,,,,,,,

zombieFatHawaiian,entityclasses,Entity,,,,,,Otakin,,,,,,,,,,
zombieFatHawaiianFeral,entityclasses,Entity,,,,,,Otakin, Cerraron el McDonalds,,,,,,,,,,
zombieFatHawaiianRadiated,entityclasses,Entity,,,,,,Otakin Chernobyl,,,,,,,,,,

zombieBowler,entityclasses,Entity,,,,,,Bola 8,,,,,,,,,,
zombieBowlerFeral,entityclasses,Entity,,,,,,Bola 8 Salvaje,,,,,,,,,,
zombieBowlerRadiated,entityclasses,Entity,,,,,,Bola 8 Chernobyl,,,,,,,,,,

zombieFatCop,entityclasses,Entity,,,,,,Yuta kl,,,,,,,,,,
zombieFatCopFeral,entityclasses,Entity,,,,,,Yuta kl Salvaje,,,,,,,,,,
zombieFatCopRadiated,entityclasses,Entity,,,,,,Yuta kl Chernobyl,,,,,,,,,,

zombieSkateboarder,entityclasses,Entity,,,,,,Pasao a raja,,,,,,,,,,
zombieSkateboarderFeral,entityclasses,Entity,,,,,,Pasao a raja Salvaje,,,,,,,,,,
zombieSkateboarderRadiated,entityclasses,Entity,,,,,,Pasao a raja Chernobyl,,,,,,,,,,

zombieSoldier,entityclasses,Entity,,,,,,Milico kl,,,,,,,,,,
zombieSoldierFeral,entityclasses,Entity,,,,,,Milico kl Salvaje,,,,,,,,,,
zombieSoldierRadiated,entityclasses,Entity,,,,,,Milico kl Chernobyl,,,,,,,,,,

zombieWightFeral,entityclasses,Entity,,,,,,Pasturri,,,,,,,,,,
zombieWightRadiated,entityclasses,Entity,,,,,,Pasturri Chernobyl,,,,,,,,,,

zombieScreamer,entityclasses,Entity,,,,,,Gritona kl,,,,,,,,,,
zombieScreamerFeral,entityclasses,Entity,,,,,,Gritona kl Salvaje,,,,,,,,,,
zombieScreamerRadiated,entityclasses,Entity,,,,,,Gritona kl Chernobyl,,,,,,,,,,

zombieMutated,entityclasses,Entity,,,,,,Tumorsito,,,,,,,,,,
zombieMutatedFeral,entityclasses,Entity,,,,,,Tumorsito Salvaje,,,,,,,,,,
zombieMutatedRadiated,entityclasses,Entity,,,,,,Tumorsito Chernobyl,,,,,,,,,,

zombieDemolition,entityclasses,Entity,,,,,,El Bombas,,,,,,,,,,

zombieSteveCrawler,entityclasses,Entity,,,,,,wuwu la wawa,,,,,,,,,,
zombieSteveCrawlerFeral,entityclasses,Entity,,,,,,wuwu la wawa Salvaje,,,,,,,,,,
